"","ID","prev","RA.mean","log.mean","filtN","ra","prevN","condition"
"ASV_27314","ASV_27314",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27315","ASV_27315",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27316","ASV_27316",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27317","ASV_27317",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27318","ASV_27318",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27319","ASV_27319",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27320","ASV_27320",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27321","ASV_27321",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27322","ASV_27322",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27323","ASV_27323",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27324","ASV_27324",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27325","ASV_27325",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27326","ASV_27326",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27327","ASV_27327",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
"ASV_27328","ASV_27328",0.032258064516129,3.22527428135648e-07,-6.4914333465126,"Retain","Discard","Discard","Both_Fail"
